LAT,LON,ALL_ROUTES,STP_DESCR
37.76797696,-122.2393362,19,BUENA VISTA AV:PARK ST
37.77522196,-122.2559482,19,BUENA VISTA AV:PARU ST
37.77338296,-122.2517142,19,BUENA VISTA AV:SCHILLER ST
37.77685596,-122.2627192,19,BUENA VISTA AV:SHERMAN ST
37.77675496,-122.2628182,19,BUENA VISTA AV:SHERMAN ST
37.77200096,-122.2483272,19,BUENA VISTA AV:STANFORD ST
37.77384296,-122.2525932,19,BUENA VISTA AV:UNION ST
37.77006896,-122.2441062,19,BUENA VISTA AV:WALNUT ST
37.77028196,-122.2443622,19,BUENA VISTA AV:WALNUT ST
37.77140096,-122.2471662,19,BUENA VISTA AV:WILLOW ST
37.77228095,-122.2878752,631 632,CENTRAL AV:3RD ST (ENCINAL HIGH SCHOOL/AACLC)
37.77245895,-122.2878472,631,CENTRAL AV:3RD ST (OPP. ENCINAL HIGH SCHOOL/AACLC)
37.77173995,-122.2857722,631,CENTRAL AV:4TH ST
37.77165895,-122.2827462,631,CENTRAL AV:5TH ST
37.77150995,-122.2822722,631 632,CENTRAL AV:5TH ST
37.77157296,-122.2792952,631,CENTRAL AV:6TH ST
37.77143895,-122.2793992,631 632,CENTRAL AV:6TH ST
37.77136996,-122.2732382,314 63 631 W 632,CENTRAL AV:8TH ST
37.77126296,-122.2732362,314 63 631 W 632,CENTRAL AV:8TH ST
37.77133196,-122.2704452,314 631,CENTRAL AV:9TH ST
37.77158595,-122.2857472,631 632,CENTRAL AV:BALLENA BLVD
37.77120196,-122.2649282,314 631,CENTRAL AV:BAY ST
37.77107796,-122.2648412,314 631,CENTRAL AV:BAY ST
37.77117196,-122.2692192,314 631,CENTRAL AV:WEBER ST
37.77130196,-122.2692032,314 631,CENTRAL AV:WEBER ST
37.77149896,-122.2766842,631,CENTRAL AV:WEBSTER ST
37.77136796,-122.2763672,314 63 631 W 632,CENTRAL AV:WEBSTER ST
37.78145496,-122.2708112,19,CHALLENGER DR:ATLANTIC AV
37.76394996,-122.2472512,314 631,ENCINAL AV:ALAMEDA HIGH SCHOOL
37.77024296,-122.2617152,314 631,ENCINAL AV:BENTON ST
37.76679296,-122.2537832,314 631,ENCINAL AV:CHESTNUT ST
37.76677896,-122.2540952,314 631,ENCINAL AV:CHESTNUT ST
37.75667296,-122.2346642,63 631 O OX,ENCINAL AV:FOUNTAIN ST
37.76878996,-122.2583832,314 631,ENCINAL AV:GRAND ST
37.76862796,-122.2583652,631,ENCINAL AV:GRAND ST
37.75628496,-122.2343822,631 OX 632,ENCINAL AV:HIGH ST
37.75791596,-122.2367212,356 63 631 OX O 632,ENCINAL AV:MOUND ST
37.75780196,-122.2362962,63 631 O OX,ENCINAL AV:MOUND ST
37.76177396,-122.2428052,63 631 OX,ENCINAL AV:PARK AV
37.76188596,-122.2432212,O 356 63 631 OX 632,ENCINAL AV:PARK AV W
37.76935596,-122.2600372,314 631,ENCINAL AV:PARU ST
37.76935996,-122.2596902,314 631,ENCINAL AV:PARU ST
37.75924096,-122.2386892,356 63 631 OX O 632,ENCINAL AV:VERSAILLES AV
37.75915696,-122.2382732,63 631 O OX,ENCINAL AV:VERSAILLES AV
37.76408996,-122.2479562,314 631,ENCINAL AV:WALNUT ST (ALAMEDA HIGH SCHOOL)
37.76527096,-122.2290702,63 O W,FERNSIDE BLVD:HARVARD DR
37.76520196,-122.2286852,63 W O,FERNSIDE BLVD:HARVARD DR
37.76349496,-122.2265172,63 O W,FERNSIDE BLVD:HIGH ST
37.76366596,-122.2264742,63 W O,FERNSIDE BLVD:HIGH ST
37.75297896,-122.2318992,631,FERNSIDE BLVD:SAN JOSE AV (LINCOLN MIDDLE SCHOOL)
37.76709896,-122.2321602,63 W O,FERNSIDE BLVD:VERSAILLES AV
37.76695996,-122.2322382,63 O W,FERNSIDE BLVD:VERSAILLES AV
37.78001695,-122.2980562,63,FERRY POINT:W ATLANTIC AV
37.78155595,-122.2979262,63,FERRY POINT:W TRIDENT AV
37.78178895,-122.2977972,63,FERRY POINT:W TRIDENT AV
37.76162296,-122.2629442,W,GRAND ST:#433 (OPP. WOOD MIDDLE SCHOOL)
37.76164596,-122.2627682,W 632,GRAND ST:#433 (WOOD MIDDLE SCHOOL)
37.75968496,-122.2639032,W,GRAND ST:SHORELINE DR
37.72680595,-122.2311882,50,HARBOR BAY PKWY:#1151
37.72670595,-122.2309012,50,HARBOR BAY PKWY:#1151
37.72555995,-122.2383672,50,HARBOR BAY PKWY:ROAD A (#1501 HARBOR BAY PKWY)
37.72589595,-122.2347492,50,HARBOR BAY PKWY:ROAD B (#1301 HARBOR BAY PKWY)
37.73649495,-122.2565332,50,HARBOR BAY PKWY:FERRY TERMINAL
37.72925295,-122.2482722,50,HARBOR BAY PKWY:NORTH LOOP RD (WEST JCTN)
37.72570095,-122.2345642,50,HARBOR BAY PKWY:SOUTH LOOP RD (EAST JCTN)
37.72520395,-122.2399952,50,HARBOR BAY PKWY:SOUTH LOOP RD (WEST JCTN)
37.76400896,-122.2649572,63 W 632,OTIS DR:HEATHER WALK
37.75311696,-122.2377082,356 631 OX W 632,HIGH ST:CALHOUN ST
37.75284396,-122.2378552,W OX,HIGH ST:CALHOUN ST
37.75646996,-122.2338592,356 63 W O,HIGH ST:ENCINAL AV
37.75636896,-122.2340862,356 63 O W,HIGH ST:ENCINAL AV
37.76126796,-122.2285482,356 63 W O,HIGH ST:FAIRVIEW AV
37.76157196,-122.2283342,356 63 O W,HIGH ST:FAIRVIEW AV
37.75207196,-122.2388632,356 631 OX W 632,HIGH ST:OTIS DR
37.75194696,-122.2391722,50,OTIS DR:HIGH ST
37.75500596,-122.2354862,W OX,HIGH ST:SAN JOSE AV
37.75523596,-122.2353552,356 631 OX W 632,HIGH ST:SAN JOSE AV
37.75920796,-122.2309442,356 63 O W,HIGH ST:SANTA CLARA AV
37.75893996,-122.2311132,356 63 W O,HIGH ST:SANTA CLARA AV
37.75763196,-122.2325662,356 63 W O,HIGH ST:STERLING AV
37.75768596,-122.2326472,356 63 O W,HIGH ST:VAN BUREN ST
37.75392196,-122.2366602,W OX,HIGH ST:WASHINGTON ST
37.75419196,-122.2365102,356 631 OX W 632,HIGH ST:WASHINGTON ST
37.74504296,-122.2370542,50 631 OX 632,ISLAND DR:BAY FAIR HALL
37.73946296,-122.2379862,50 631 OX 632,ISLAND DR:CLUBHOUSE MEMORIAL RD
37.74006196,-122.2382542,50 631,ISLAND DR:OYSTER SHOALS
37.74543896,-122.2364232,631 50 OX 632,ISLAND DR:RECREATION CENTER
37.74288496,-122.2378602,50 631,ISLAND DR:ROBERT DAVEY JR DR
37.77525496,-122.2820312,63,LINCOLN AV:5TH ST
37.77542496,-122.2820332,63 632,LINCOLN AV:5TH ST
37.77518096,-122.2794492,63,LINCOLN AV:6TH ST
37.77532096,-122.2792092,63 632,LINCOLN AV:6TH ST
37.77528896,-122.2771382,63 632,LINCOLN AV:WEBSTER ST
37.77902895,-122.2913462,63,MAIN ST:ATLANTIC AV
37.77970395,-122.2912312,63,MAIN ST:ATLANTIC AV
37.78871996,-122.2927902,63,MAIN ST:GATEWAY CENTER
37.78850996,-122.2928332,63,MAIN ST:GATEWAY CENTER
37.78642996,-122.2915562,63,MAIN ST:SINGLETON AV
37.78676596,-122.2915032,63,MAIN ST:SINGLETON AV
37.78476196,-122.2913222,63,MAIN ST:USN AIR STATION (SE GATE)
37.78524396,-122.2914902,63,MAIN ST:USN AIR STATION (SE GATE)
37.73601196,-122.2359942,631,MAITLAND DR:FLOWER LN
37.73576896,-122.2356832,631 OX 632,MAITLAND DR:FLOWER LN
37.73840396,-122.2379742,631,MAITLAND DR:ISLAND DR
37.73865496,-122.2380522,631 OX 632,MAITLAND DR:ISLAND DR
37.73408996,-122.2344052,631,MAITLAND DR:MECARTNEY RD
37.78502596,-122.2714932,19,MARINA VILLAGE PKWY:#1080
37.78601596,-122.2732912,19,MARINA VILLAGE PKWY:#1201
37.78714696,-122.2747282,19,MARINA VILLAGE PKWY:#1250
37.78480196,-122.2715892,19,MARINA VILLAGE PKWY:#947
37.78235796,-122.2717152,19,CHALLENGER DR:MARINA VILLAGE PKWY
37.78276596,-122.2713852,19,MARINA VILLAGE PKWY:CHALLENGER DR
37.78794896,-122.2760522,19,MARINA VILLAGE PKWY:MARINA SQUARE DR (NORTH JCTN)
37.78801396,-122.2757592,19,MARINA VILLAGE PKWY:MARINA SQUARE DR (NORTH JCTN)
37.78832996,-122.2774982,19,MARINER VILLAGE PKWY:#2450
37.78548296,-122.2780992,19,MARINER SQUARE LP:TINKER AV
37.77630496,-122.2859542,63,PACIFIC AV:4TH ST
37.73614795,-122.2413862,50 631,MECARTNEY RD:AUBURN DR
37.73790595,-122.2523412,50,MECARTNEY RD:AUGHINBAUGH WY
37.73804395,-122.2523802,50,MECARTNEY RD:AUGHINBAUGH WY
37.73753495,-122.2490092,50 631,MECARTNEY RD:BAYWALK RD
37.73730295,-122.2469302,50 631,MECARTNEY RD:BAYWOOD RD
37.73531695,-122.2385102,50 631 OX 632,MECARTNEY RD:BEGONIA DR
37.73615295,-122.2424692,50 631 OX 632,MECARTNEY RD:BELMONT PL
37.73631495,-122.2422362,50 631,MECARTNEY RD:BELMONT PL
37.73516796,-122.2371192,631 50,MECARTNEY RD:CAMELLIA DR
37.73708295,-122.2474252,50 631 OX 632,MECARTNEY RD:FONTANA DR
37.73500396,-122.2369342,50 631 OX 632,MECARTNEY RD:HOLLY ST
37.73705395,-122.2451492,50 631,MECARTNEY RD:IRONWOOD RD
37.73567196,-122.2393822,631 50,MECARTNEY RD:ISLAND DR
37.73568095,-122.2404452,50 631 OX 632,MECARTNEY RD:ISLAND DR
37.73750595,-122.2494832,50 631 OX 632,MECARTNEY RD:LEONARD CT
37.73388396,-122.2345572,50 631 OX 632,MECARTNEY RD:MELROSE AV
37.73798495,-122.2548892,50,MECARTNEY RD:SHARON RD
37.73790395,-122.2548062,50,MECARTNEY RD:SHARON RD
37.73662695,-122.2445252,50 631 OX 632,MECARTNEY RD:VERDEMAR DR
37.78787595,-122.3081752,63,MONARCH ST:BUILDING #21
37.78781195,-122.3082602,63,MONARCH ST:BUILDING #21
37.78889195,-122.3080892,63,MONARCH ST:W REDLINE AV
37.78894395,-122.3032892,63,NAVY WY:W REDLINE AV
37.75936096,-122.2512502,50 W,OTIS DR:#2217
37.76415396,-122.2648632,63 W 632,OTIS DR:ARLINGTON ISLE
37.75577096,-122.2450682,356 50 W,OTIS DR:BROADWAY
37.75535196,-122.2445582,50 W,OTIS DR:BROADWAY
37.76301296,-122.2622912,63 W 632,OTIS DR:GRAND ST
37.76322296,-122.2623602,63 W 632,OTIS DR:GRAND ST
37.75187096,-122.2387982,50 OX,OTIS DR:HIGH ST
37.76492096,-122.2674112,63 W 632,OTIS DR:LARCHMONT ISLE
37.76494996,-122.2669972,63 W 632,OTIS DR:LARCHMONT ISLE
37.75344796,-122.2410062,356 50 W,OTIS DR:MOUND ST
37.75335796,-122.2411782,50 W,OTIS DR:MOUND ST
37.75767396,-122.2488072,50 W,OTIS DR:PARK ST
37.75781696,-122.2486742,W,OTIS DR:PARK ST
37.75634696,-122.2464872,50 W,OTIS DR:REGENT ST
37.75642196,-122.2463642,356 50 W,OTIS DR:REGENT ST
37.75951496,-122.2518472,50 W 632,OTIS DR:S SHORE CTR
37.75432296,-122.2423262,356 50 W,OTIS DR:VERSAILLES AV
37.75436896,-122.2426672,50 W,OTIS DR:VERSAILLES AV
37.76608396,-122.2710992,63 W 632,OTIS DR:WESTLINE DR
37.76624596,-122.2713682,63 W 632,OTIS DR:WESTLINE DR
37.76074696,-122.2537202,50 W,OTIS DR:WILLOW ST
37.76051996,-122.2536562,50 W 632,OTIS DR:WILLOW ST
37.77646695,-122.2856612,63 632,PACIFIC AV:4TH ST
37.78531295,-122.2980502,63,PAN AM WY:W MIDWAY AV
37.77045796,-122.2374902,50 OX,PARK ST:BLANDING AV
37.76798196,-122.2395582,50 OX,PARK ST:BUENA VISTA AV
37.76958696,-122.2382112,50 OX,PARK ST:CLEMENT AV
37.76993496,-122.2381322,50 OX,PARK ST:CLEMENT AV
37.75994596,-122.2463352,314 356 63 50 632,PARK ST:CLINTON AV
37.76016596,-122.2463152,314 63 50,PARK ST:CLINTON AV
37.76236796,-122.2442862,356 63 50 632,PARK ST:ENCINAL AV
37.75731496,-122.2487452,314 356 63 50,PARK ST:OTIS DR
37.75779196,-122.2481412,314 356 63 50 632,PARK ST:OTIS DR
37.76102096,-122.2456082,314 63 50,PARK ST:SAN JOSE AV
37.76110996,-122.2453422,314 356 63 50 632,PARK ST:SAN JOSE AV
37.74317795,-122.2482112,631 OX 632,ROBERT DAVEY JR DR:CHANNING WY
37.74284196,-122.2475092,631,ROBERT DAVEY JR DR:CHANNING WY
37.74265196,-122.2452012,631 OX 632,ROBERT DAVEY JR DR:OYSTER POND RD
37.74244596,-122.2451872,631,ROBERT DAVEY JR DR:OYSTER POND RD
37.74366696,-122.2391962,631,ROBERT DAVEY JR DR:PACKET LANDING RD
37.74423496,-122.2395712,631 OX 632,ROBERT DAVEY JR DR:PACKET LANDING RD
37.74398996,-122.2434942,631 OX 632,ROBERT DAVEY JR DR:PUDDING STONE RD
37.74422996,-122.2427592,631,ROBERT DAVEY JR DR:PUDDING STONE RD
37.77319196,-122.2728882,51 851,SANTA CLARA AV:8TH ST
37.77328096,-122.2725782,51 851,SANTA CLARA AV:8TH ST
37.77323696,-122.2708282,51 O 851,SANTA CLARA AV:9TH ST
37.77312996,-122.2706502,51 O 851,SANTA CLARA AV:9TH ST
37.77291596,-122.2647812,51 O 851,SANTA CLARA AV:BAY ST
37.77301996,-122.2648902,51 O 851,SANTA CLARA AV:BAY ST
37.76368496,-122.2385952,51 O,SANTA CLARA AV:BROADWAY
37.77304596,-122.2682262,51 851,SANTA CLARA AV:CAROLINE ST
37.76969596,-122.2517482,51 O 851,SANTA CLARA AV:CHESTNUT ST
37.76973296,-122.2521132,51 O 851,SANTA CLARA AV:CHESTNUT ST
37.76441996,-122.2402702,51,SANTA CLARA AV:EVERETT ST
37.76434096,-122.2398822,51,SANTA CLARA AV:EVERETT ST
37.77153596,-122.2559852,51 O 851,SANTA CLARA AV:GRAND ST
37.77157396,-122.2563312,51 O 851,SANTA CLARA AV:GRAND ST
37.77285596,-122.2622812,51 O 851,SANTA CLARA AV:MORTON ST
37.77294796,-122.2619692,51 O 851,SANTA CLARA AV:MORTON ST
37.77315996,-122.2684052,51 851 O,SANTA CLARA AV:MOZART ST
37.76617196,-122.2436542,51 O 851,SANTA CLARA AV:OAK ST
37.76598196,-122.2434802,51 O 851,SANTA CLARA AV:OAK ST
37.76528896,-122.2417052,51 O 851,SANTA CLARA AV:PARK ST
37.76537296,-122.2420982,51 O 851,SANTA CLARA AV:PARK ST
37.77279596,-122.2597892,51 O 851,SANTA CLARA AV:STANTON ST
37.77289996,-122.2598722,51 O 851,SANTA CLARA AV:STANTON ST
37.76721896,-122.2463302,51 O 851,SANTA CLARA AV:WALNUT ST
37.76722096,-122.2460622,51 O 851,SANTA CLARA AV:WALNUT ST
37.77327096,-122.2763892,51 O 851,SANTA CLARA AV:WEBSTER ST
37.76845396,-122.2489032,51 O 851,SANTA CLARA AV:WILLOW ST
37.76846196,-122.2491902,51 O 851,SANTA CLARA AV:WILLOW ST
37.75737496,-122.2582522,W,SHORELINE DR:#2019
37.75724496,-122.2582432,W,SHORELINE DR:#2019
37.75928796,-122.2637412,W,SHORELINE DR:GRAND ST
37.75815596,-122.2607042,W,SHORELINE DR:KITTY HAWK RD
37.75829996,-122.2607302,W,SHORELINE DR:KITTY HAWK RD
37.75693596,-122.2567112,W,WILLOW ST:SHORELINE DR
37.75876496,-122.2530632,63 50,SOUTH SHORE SHOPPING CENTER:MERVYN'S
37.75868696,-122.2527802,63 50,SOUTH SHORE SHOPPING CENTER:MERVYN'S
37.75811396,-122.2540812,314 356,SOUTH SHORE SHOPPING CENTER:SAFEWAY
37.75789496,-122.2514422,314 356 63 50,SOUTH SHORE SHOPPING CENTER:TRADER JOE'S
37.75801496,-122.2515472,314 356 63 50,SOUTH SHORE SHOPPING CENTER:TRADER JOE'S
37.75681396,-122.2500312,314 356 63 50,SOUTH SHORE SHOPPING CENTER:WALLGREEN'S
37.75678496,-122.2498472,314 356 63 50,SOUTH SHORE SHOPPING CENTER:WALLGREEN'S
37.79003195,-122.3018652,63,USN AIR STATION-MAIN GATE
37.78589495,-122.3034692,63,W MIDWAY AV:LEXINGTON ST
37.78584995,-122.3038472,63,W MIDWAY AV:LEXINGTON ST
37.78606995,-122.3079952,63,W MIDWAY AV:MONARCH ST
37.78633695,-122.3081832,63,W MIDWAY AV:MONARCH ST
37.78555695,-122.2982282,63,W MIDWAY AV:PAN AM WY
37.78577195,-122.3023642,63,W MIDWAY AV:SARATOGA ST
37.78582195,-122.3019642,63,W MIDWAY AV:SARATOGA ST
37.78878195,-122.3036552,63,W REDLINE AV:LEXINGTON ST
37.78906995,-122.3079242,63,W REDLINE AV:MONARCH ST
37.77997396,-122.2763902,51 O 851 314 W,WEBSTER ST:ATLANTIC AV
37.77910696,-122.2766682,51 O 851 314 W 63,WEBSTER ST:ATLANTIC AV
37.77705296,-122.2767412,51 O 851 314 W 63,WEBSTER ST:BUENA VISTA AV
37.77699696,-122.2765692,51 O 851 314 W 63,WEBSTER ST:BUENA VISTA AV
37.77548496,-122.2766502,51 O 851 314 W 63,WEBSTER ST:LINCOLN AV
37.77308096,-122.2768922,314 63 W,WEBSTER ST:SANTA CLARA AV
37.78507896,-122.2775852,51 O 851 314 W,WEBSTER ST:TINKER AV
37.75937896,-122.2546752,63 50,WHITEHALL PL:WILLOW ST
37.75953896,-122.2548472,63 50,WHITEHALL PL:WILLOW ST
37.75826896,-122.2557622,W,WILLOW ST:FRANCISCAN WY
37.75824596,-122.2559602,W,WILLOW ST:FRANCISCAN WY
37.75707896,-122.2564332,W,WILLOW ST:SHORELINE DR
37.75980896,-122.2550842,W,WILLOW ST:WHITEHALL PL
37.75937096,-122.2551152,W,WILLOW ST:WHITEHALL PL
37.76060131,-122.2410339,356 63 631 OX O 632,encinal ave:broadway
37.76076047,-122.2410159,63 631 O OX,encinal ave:broadway
37.78228399,-122.275102,63,constitution ave:marina village pkwy
37.78209957,-122.2753645,63,constitution ave:marina village pkwy
37.76799234,-122.239768,50 OX,park st:buena vista ave
37.77990824,-122.2812127,63,atlantic ave/w campus dr
37.78009273,-122.2849403,63,atlantic ave/coral sea st
37.78005576,-122.288418,63,atlantic ave/mosley ave
37.76514577,-122.242143,50 OX,park st/santa clara ave
37.76560547,-122.2415882,50 OX,park st/santa clara ave
37.76234498,-122.2445119,63 50,park st:encinal ave
37.76287027,-122.2438676,OX,park st:encinal ave
37.76695825,-122.2353734,51,broadway:tilden way
37.77492171,-122.2768172,51 O 851 314 63 W,webster st:lincoln ave
37.77157871,-122.2768169,314 63 W 632,webster st:central ave
37.77360986,-122.2767254,51 O 851 314 63 W 632,webster st:santa clara ave
37.89626796,-122.3081382,43 L LC,BAYSIDE COMMON CONDOMINIUMS
37.88749796,-122.3067192,43,BUCHANAN ST:CLEVELAND AV
37.88774096,-122.3007602,43 Z,BUCHANAN ST:JACKSON ST
37.88752696,-122.3010322,43,BUCHANAN ST:JACKSON ST
37.88757396,-122.3050742,43 Z,BUCHANAN ST:PIERCE ST
37.88769496,-122.3025102,43 Z,BUCHANAN ST:POLK ST
37.88712896,-122.3062592,43,BUCHANAN ST:USDA TRUCKING
37.88458896,-122.3016502,52L 52,GOODING DR:#628
37.88344596,-122.3000052,52L 52,JACKSON ST:#1125
37.88733396,-122.3007472,43,JACKSON ST:BUCHANAN ST
37.88428296,-122.2984462,52L 52,MONROE ST:10TH ST
37.88441396,-122.2984932,43 52L 52,MONROE ST:10TH ST
37.88553996,-122.3012772,52L 52,OHLONE DR:#956
37.89584196,-122.3081372,43 L,PIERCE ST:#545
37.89103896,-122.3064022,43 L LC,PIERCE ST:#725
37.89017596,-122.3062132,43 L,PIERCE ST:CALHOUN ST
37.89389396,-122.3073112,43 L,PIERCE ST:GATEVIEW APTS
37.89403896,-122.3071962,43 L LC,PIERCE ST:GATEVIEW APTS
37.88908996,-122.3058702,43,PIERCE ST:SOLANO AV
37.88947796,-122.3059022,43 L LC,PIERCE ST:WASHINGTON AV
37.89712696,-122.3010202,72M 72 800,SAN PABLO AV:BRIGHTON AV
37.89654896,-122.3010992,72 72M 800,SAN PABLO AV:BRIGHTON AV
37.88805796,-122.2981252,43 72M 72 800 G,SAN PABLO AV:BUCHANAN ST
37.88821596,-122.2984042,43 72 72M 800 G,SAN PABLO AV:BUCHANAN ST
37.89430796,-122.3003822,72 72M 800,SAN PABLO AV:CASTRO ST
37.88647996,-122.2978542,43 72 72M 800 G Z,SAN PABLO AV:MARIN AV
37.88648196,-122.2975982,72M 72 800 G Z,SAN PABLO AV:MARIN AV
37.88481196,-122.2970792,72M 72 800 G Z,SAN PABLO AV:MONROE ST
37.88443696,-122.2972002,52L 72 72M 800 G Z 52,SAN PABLO AV:MONROE ST
37.89013596,-122.2987682,43 72M 72 800 G 72R,SAN PABLO AV:SOLANO AV
37.89039796,-122.2958912,43 G,SOLANO AV:CORNELL AV
37.89050496,-122.2960102,43 G,SOLANO AV:CORNELL AV
37.89087196,-122.2871542,43 G,SOLANO AV:CURTIS ST
37.89036396,-122.2982992,43 G,SOLANO AV:KAINS AV
37.89050496,-122.2933072,43 G,SOLANO AV:MASONIC AV
37.89063796,-122.2934352,43 G,SOLANO AV:MASONIC AV
37.89098996,-122.2852522,43 G,SOLANO AV:PERALTA AV
37.89073696,-122.2913112,43 G,SOLANO AV:RAMONA AV
37.89067696,-122.2909592,43 G,SOLANO AV:RAMONA AV
37.89077296,-122.2889392,43 G,SOLANO AV:SANTA FE AV
37.89084396,-122.2891622,43 G,SOLANO AV:SANTA FE AV
37.89109096,-122.2831762,43 G,SOLANO AV:VENTURA AV
37.89005312,-122.2990003,72 72M 800 72R,san pablo ave:solano ave
37.89330424,-122.2997877,72M 72 800,san pablo rd/portland ave
37.88878604,-122.3057686,L,pierce st:solano ave
37.86508596,-122.2968262,19 Z,6TH ST:ALLSTON WY
37.86546896,-122.2967912,19 Z,6TH ST:ALLSTON WY
37.86368996,-122.2962222,19,6TH ST:BANCROFT WY
37.86326096,-122.2962252,19,6TH ST:BANCROFT WY
37.87392696,-122.2997362,9 Z,6TH ST:CEDAR ST
37.87432496,-122.2996342,9 Z,6TH ST:CEDAR ST
37.86161296,-122.2955532,19 Z,6TH ST:CHANNING WY
37.86191796,-122.2957602,19 Z,6TH ST:CHANNING WY
37.87077296,-122.2985272,9 Z,6TH ST:DELAWARE ST
37.87083796,-122.2986982,9 Z,6TH ST:DELAWARE ST
37.87899196,-122.3012892,9 Z,6TH ST:GILMAN ST
37.86956296,-122.2983122,9 Z,6TH ST:HEARST AV
37.87657296,-122.3005232,9 Z,6TH ST:PAGE ST
37.87631496,-122.3002762,9 Z,6TH ST:PAGE ST
37.86828296,-122.2977022,9 Z,6TH ST:UNIVERSITY AV
37.86768396,-122.2977142,19 Z,6TH ST:UNIVERSITY AV
37.87220596,-122.2989552,9 Z,6TH ST:VIRGINIA ST
37.87213696,-122.2991302,9 Z,6TH ST:VIRGINIA ST
37.85229996,-122.2915982,9 19 Z,7TH ST:ANTHONY ST
37.85213996,-122.2914002,9 19 Z,7TH ST:ANTHONY ST
37.85718396,-122.2930242,9 19,7TH ST:CARLETON ST
37.85675596,-122.2930172,9 19,7TH ST:CARLETON ST
37.85041896,-122.2909972,Z,7TH ST:FOLGER AV
37.85543696,-122.2925942,9 19 Z,7TH ST:GRAYSON ST
37.85552596,-122.2925002,9 19 Z,7TH ST:GRAYSON ST
37.85318996,-122.2918922,9 19 Z,7TH ST:HEINZ AV
37.85332296,-122.2917852,9 19 Z,7TH ST:HEINZ AV
37.85862496,-122.2934932,9 19 Z,7TH ST:PARKER ST
37.85865896,-122.2936622,9 19 Z,7TH ST:PARKER ST
37.84911096,-122.2710982,15 F,ADELINE ST:ALCATRAZ AV
37.84845396,-122.2717112,15 F,ADELINE ST:ALCATRAZ AV
37.85540696,-122.2686412,F 800,ADELINE ST:ASHBY AV
37.85265296,-122.2700162,F,ADELINE ST:ASHBY BART STATION
37.85288396,-122.2695822,F,ADELINE ST:ASHBY BART STATION
37.85090996,-122.2705022,F,ADELINE ST:FAIRVIEW ST
37.85085396,-122.2708502,15 F,ADELINE ST:FAIRVIEW ST
37.85774796,-122.2677502,F 800,ADELINE ST:OREGON ST
